,acc,val_acc,loss,val_loss
0,0.781320333,0.819906831,0.452257693,0.42560029
1,0.819878399,0.843108714,0.389528096,0.370372176
2,0.835331202,0.847494602,0.358626962,0.343437254
3,0.847449124,0.860015929,0.336958528,0.330221057
4,0.858731985,0.856948078,0.316078931,0.32270363
5,0.867390096,0.869832993,0.299325019,0.286999494
6,0.8757357,0.862992823,0.285349786,0.30393666
7,0.881871402,0.878241122,0.272120655,0.282982379
8,0.887331009,0.886921942,0.260452062,0.285523504
9,0.890330672,0.891989529,0.255074829,0.257218629
10,0.894023418,0.898125231,0.247872755,0.262310982
11,0.89684695,0.898193359,0.241863802,0.246856555
12,0.898602426,0.896489024,0.237826705,0.254277289
13,0.901624799,0.904351771,0.232313111,0.241189569
14,0.904113173,0.902011156,0.226683155,0.24584873
15,0.905897081,0.901783884,0.222728625,0.234965727
16,0.907743454,0.899488688,0.218920499,0.241967157
17,0.909544349,0.908964872,0.213690713,0.240122989
18,0.912186086,0.906919658,0.208512321,0.236816511
19,0.913526893,0.909623921,0.204456389,0.239428654
20,0.914884686,0.900806725,0.201613188,0.233449012
21,0.916827619,0.900624931,0.19775252,0.239654139
22,0.920003414,0.90839678,0.191694349,0.246373832
23,0.920304537,0.885558486,0.189707562,0.322346449
24,0.921616852,0.901556671,0.185752988,0.259889781
25,0.924502909,0.896602631,0.181771517,0.246646881
